IAM_Domain,Sub_Domain,Question_ID,Question,ISO_27001_2022,NIST_800_53_Rev5,SOC_2_TSC,GDPR,PCI_DSS_4_0,HIPAA,CIS_Controls,Answer_Type,Notes
Advanced IAM Capabilities,Passwordless Authentication,ADV-014,What percentage of users have adopted passwordless authentication?,"A.5.17, A.5.18",IA-2(2),"CC6.1, CC6.2",Article 32,Req 8.3.1,164.312(d),CIS 6.3,Text/Numeric,Adoption metric
Advanced IAM Capabilities,Adaptive Authentication,ADV-015,Is risk-based adaptive authentication implemented?,"A.5.17, A.5.18","IA-2(13), IA-8(6)","CC6.1, CC6.2",Article 32,Req 8.3.1,164.312(a)(2)(i),CIS 6.3,Yes/No,Adaptive authentication
Advanced IAM Capabilities,Adaptive Authentication,ADV-016,Are authentication requirements adjusted based on risk level (step-up authentication)?,"A.5.17, A.5.18","IA-2(13), AC-3(11)","CC6.1, CC6.2",Article 32,Req 8.3.1,164.312(a)(2)(i),CIS 6.3,Yes/No,Step-up authentication
Advanced IAM Capabilities,Identity Proofing,ADV-017,Is identity proofing conducted for high-assurance accounts?,"A.5.16, A.5.17","IA-12, IA-12(2)","CC6.1, CC6.2",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Yes/No,Identity verification
Advanced IAM Capabilities,Identity Proofing,ADV-018,What identity assurance levels (IAL) are supported?,"A.5.16, A.5.17","IA-12, IA-12(4)","CC6.1, CC6.2",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Multiple Choice,Assurance levels
Advanced IAM Capabilities,Blockchain & DID,ADV-019,Are decentralized identifiers (DIDs) or blockchain-based identity solutions evaluated?,"A.5.16, A.5.17","IA-4, IA-8","CC6.1, CC6.2",Article 32,N/A,N/A,CIS 5.1,Yes/No,Emerging technology
Advanced IAM Capabilities,Blockchain & DID,ADV-020,Are self-sovereign identity (SSI) concepts being piloted or implemented?,"A.5.16, A.5.17","IA-4, IA-8","CC6.1, CC6.2",Article 32,N/A,N/A,CIS 5.1,Yes/No,SSI adoption
Cloud & Hybrid IAM,Cloud IAM,CLD-001,Is a cloud-native IAM solution (Azure AD AWS IAM GCP IAM) implemented?,"A.5.16, A.8.6","IA-4, IA-8","CC6.1, CC6.6",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Yes/No,Cloud IAM solution
Cloud & Hybrid IAM,Cloud IAM,CLD-002,Are cloud IAM policies regularly reviewed and hardened?,"A.5.18, A.8.9","AC-2(12), CM-6","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Yes/No,Policy review
Cloud & Hybrid IAM,Cloud IAM,CLD-003,Is the principle of least privilege enforced for cloud service accounts?,"A.5.18, A.8.2","AC-6, AC-6(1)","CC6.1, CC6.2",Article 32,Req 7.2.1,164.308(a)(3)(ii)(B),CIS 5.4,Yes/No,Cloud least privilege
Cloud & Hybrid IAM,Cloud IAM,CLD-004,Are temporary security credentials used instead of long-term access keys?,"A.5.17, A.5.18","IA-5(7), AC-2(9)","CC6.1, CC6.2",Article 32,Req 8.3.2,164.312(a)(2)(i),CIS 5.2,Yes/No,Temporary credentials
Cloud & Hybrid IAM,Cloud IAM,CLD-005,Is MFA enforced for cloud administrative console access?,"A.5.17, A.5.18","IA-2(1), AC-6(5)","CC6.1, CC6.2",Article 32,Req 8.4.3,164.312(d),CIS 6.3,Yes/No,Cloud admin MFA
Cloud & Hybrid IAM,Hybrid Identity,CLD-006,Is identity synchronization between on-premises and cloud directories implemented?,"A.5.16, A.8.6","IA-4, IA-8","CC6.1, CC6.6",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Yes/No,Hybrid sync
Cloud & Hybrid IAM,Hybrid Identity,CLD-007,Is password hash synchronization or pass-through authentication used?,"A.5.17, A.8.24","IA-5(1), SC-28","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 5.2,Multiple Choice,Sync method
Cloud & Hybrid IAM,Hybrid Identity,CLD-008,Are synchronization errors and failures monitored and alerted?,"A.8.6, A.8.16","SI-4, AU-5","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Sync monitoring
Cloud & Hybrid IAM,Multi-Cloud,CLD-009,Is IAM consistent across multiple cloud providers?,"A.5.16, A.8.6","IA-4, IA-8","CC6.1, CC6.6",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Yes/No,Multi-cloud consistency
Cloud & Hybrid IAM,Multi-Cloud,CLD-010,Is a Cloud Access Security Broker (CASB) used for IAM policy enforcement?,"A.8.20, A.8.23","AC-4, SC-7","CC6.1, CC6.2",Article 32,Req 1.2.3,164.312(e)(1),CIS 13.9,Yes/No,CASB implementation
Mobile & IoT IAM,Mobile Device Management,MOB-001,Is Mobile Device Management (MDM) integrated with IAM?,"A.5.18, A.6.7","AC-19, AC-20","CC6.1, CC6.4",Article 32,Req 5.2.1,164.310(b),CIS 13.3,Yes/No,MDM integration
Mobile & IoT IAM,Mobile Device Management,MOB-002,Is conditional access enforced based on device compliance status?,"A.5.18, A.6.7","AC-19, AC-3(11)","CC6.1, CC6.4",Article 32,Req 5.2.1,164.310(b),CIS 13.3,Yes/No,Conditional access
Mobile & IoT IAM,Mobile Device Management,MOB-003,Are mobile devices required to use MFA for accessing corporate resources?,"A.5.17, A.6.7","IA-2(1), AC-19","CC6.1, CC6.4",Article 32,Req 8.4.2,164.312(d),CIS 6.3,Yes/No,Mobile MFA
Mobile & IoT IAM,Mobile Device Management,MOB-004,Is remote wipe capability available for lost or stolen devices?,"A.6.7, A.8.10","AC-19(5), MP-6(2)","CC6.4, CC7.2",Article 32,Req 5.2.3,164.310(d)(2)(iii),CIS 13.6,Yes/No,Remote wipe
Mobile & IoT IAM,IoT Devices,MOB-005,Are IoT device identities managed centrally?,"A.5.16, A.5.18","IA-4, AC-2","CC6.1, CC6.2",Article 32,Req 2.4,164.312(a)(2)(i),CIS 5.1,Yes/No,IoT identity management
Mobile & IoT IAM,IoT Devices,MOB-006,Are IoT devices authenticated before network access?,"A.5.17, A.8.22","IA-3, IA-9","CC6.1, CC6.6",Article 32,Req 1.2.3,164.312(a)(2)(i),CIS 12.8,Yes/No,IoT authentication
Mobile & IoT IAM,IoT Devices,MOB-007,Are default credentials changed on all IoT devices?,"A.5.17, A.8.20","IA-5(1), CM-6","CC6.1, CC7.1",Article 32,"Req 2.2.2, 8.3.9",164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,IoT credential management
Mobile & IoT IAM,IoT Devices,MOB-008,Is network segmentation used to isolate IoT devices?,"A.8.21, A.8.22","SC-7, AC-4","CC6.1, CC6.6",Article 32,Req 1.2.3,164.312(e)(1),CIS 12.2,Yes/No,IoT network isolation
Mobile & IoT IAM,IoT Devices,MOB-009,Are IoT device firmware and certificates updated regularly?,"A.8.8, A.8.19","SI-2, IA-5(2)","CC7.1, CC7.2",Article 32,Req 6.2,164.308(a)(5)(ii)(B),CIS 7.1,Yes/No,IoT update management
Mobile & IoT IAM,Mobile Application Access,MOB-010,Are mobile applications integrated with enterprise IAM?,"A.5.18, A.8.23","AC-3, IA-2","CC6.1, CC6.2",Article 32,Req 8.3.1,164.312(a)(2)(i),CIS 16.11,Yes/No,Mobile app integration
Application Access & Entitlements,Application Inventory,APP-001,Is there a complete inventory of all applications requiring IAM integration?,"A.5.9, A.8.6","CM-8, CM-8(1)","CC6.1, CC7.1",Article 30,Req 12.5.2,164.308(a)(1)(ii)(A),CIS 1.1,Yes/No,Application inventory
Application Access & Entitlements,Application Inventory,APP-002,Are applications classified by criticality and data sensitivity?,"A.5.12, A.8.2","CP-2, RA-2","CC6.1, CC9.1",Article 32,Req 12.5.5,164.308(a)(7)(ii)(E),CIS 1.1,Yes/No,Application classification
Application Access & Entitlements,Application Access,APP-003,Is application access granted based on business need and role?,"A.5.18, A.8.2","AC-6, AC-2(7)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(B),CIS 5.4,Yes/No,Need-based access
Application Access & Entitlements,Application Access,APP-004,Are application entitlements defined at a granular level (not just application access)?,"A.5.18, A.8.2","AC-3, AC-6(1)","CC6.1, CC6.2",Article 32,Req 7.2.1,164.308(a)(3)(ii)(B),CIS 5.4,Yes/No,Granular entitlements
Application Access & Entitlements,Application Access,APP-005,Is there a catalog of application roles and entitlements?,"A.5.9, A.5.18","CM-8, AC-2(7)","CC6.1, CC6.2",Article 30,Req 7.2.2,164.308(a)(3)(ii)(A),CIS 5.4,Yes/No,Entitlement catalog
Application Access & Entitlements,Application Access,APP-006,Are orphaned application accounts identified and removed?,"A.5.16, A.5.18","AC-2(3), AC-2(12)","CC6.1, CC6.2",Article 32,Req 8.2.6,164.308(a)(3)(ii)(C),CIS 5.3,Yes/No,Orphan account cleanup
Application Access & Entitlements,Entitlement Reviews,APP-007,Are application-level access rights reviewed regularly?,"A.5.18, A.8.2","AC-2(12), AC-6(9)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Yes/No,Application access review
Application Access & Entitlements,Entitlement Reviews,APP-008,Are toxic combinations of application entitlements identified and prevented?,"A.5.18, A.8.2","AC-5, AC-5(2)","CC6.1, CC6.2",Article 32,Req 7.2.3,164.308(a)(3)(ii)(B),CIS 5.4,Yes/No,Toxic combination detection
Application Access & Entitlements,Legacy Applications,APP-009,Are legacy applications without modern IAM integration documented?,"A.5.9, A.8.9","CM-8, RA-3","CC6.1, CC7.1",Article 32,Req 2.4,164.308(a)(1)(ii)(A),CIS 1.1,Yes/No,Legacy app documentation
Application Access & Entitlements,Legacy Applications,APP-010,Are compensating controls implemented for legacy applications?,"A.8.9, A.8.29","CA-2, RA-5","CC6.1, CC7.1",Article 32,Req 2.4,164.308(a)(8),CIS 4.1,Yes/No,Legacy compensating controls
Application Access & Entitlements,SaaS Applications,APP-011,Is there a process for discovering and managing shadow IT/SaaS applications?,"A.5.9, A.5.23","CM-8, CA-7","CC6.1, CC7.2",Article 32,Req 12.5.2,164.308(a)(1)(ii)(A),CIS 1.1,Yes/No,Shadow IT management
Application Access & Entitlements,SaaS Applications,APP-012,Are all SaaS applications integrated with enterprise SSO?,"A.5.17, A.5.18","IA-2(8), IA-8","CC6.1, CC6.6",Article 32,Req 8.3.1,164.312(a)(2)(i),CIS 6.3,Yes/No,SaaS SSO integration
Application Access & Entitlements,SaaS Applications,APP-013,Are SaaS application access rights provisioned and deprovisioned automatically?,"A.5.16, A.5.18","AC-2, IA-4","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,SaaS auto-provisioning
Database Access,Database Account Management,DB-001,Are database accounts managed through the IAM system?,"A.5.16, A.5.18","AC-2, IA-4","CC6.1, CC6.2",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Yes/No,Database IAM integration
Database Access,Database Account Management,DB-002,Are shared database accounts prohibited or minimized?,"A.5.16, A.5.17","IA-2(5), IA-4(4)","CC6.1, CC6.2",Article 32,Req 8.2.2,164.312(a)(2)(i),CIS 5.2,Yes/No,Database account policy
Database Access,Database Account Management,DB-003,Are database privileged accounts managed through PAM solutions?,"A.5.18, A.8.2","AC-2(1), AC-6(5)","CC6.1, CC6.2",Article 32,Req 7.2.5,164.312(a)(2)(i),CIS 5.4,Yes/No,Database PAM
Database Access,Database Access Control,DB-004,Is the principle of least privilege enforced for database access?,"A.5.18, A.8.2","AC-6, AC-6(1)","CC6.1, CC6.2",Article 32,Req 7.2.1,164.308(a)(3)(ii)(B),CIS 5.4,Yes/No,Database least privilege
Database Access,Database Access Control,DB-005,Are database access rights reviewed regularly?,"A.5.18, A.8.2","AC-2(12), AC-6(9)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Yes/No,Database access review
Database Access,Database Access Control,DB-006,Is database activity monitoring implemented for privileged accounts?,"A.8.15, A.8.16","AC-6(9), AU-2","CC7.2, CC7.3",Article 32,"Req 10.2.2, 10.2.5",164.312(b),CIS 8.2,Yes/No,Database activity monitoring
Database Access,Database Authentication,DB-007,Is database authentication integrated with enterprise authentication systems?,"A.5.17, A.5.18","IA-2, IA-8","CC6.1, CC6.2",Article 32,Req 8.3.1,164.312(a)(2)(i),CIS 6.3,Yes/No,Database auth integration
Database Access,Database Authentication,DB-008,Is MFA required for privileged database access?,"A.5.17, A.5.18","IA-2(1), AC-6(5)","CC6.1, CC6.2",Article 32,Req 8.4.3,164.312(d),CIS 6.3,Yes/No,Database MFA
Infrastructure Access,Network Device Access,INF-001,Are network device accounts managed centrally (routers switches firewalls)?,"A.5.16, A.8.21","AC-2, IA-4","CC6.1, CC6.6",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Yes/No,Network device IAM
Infrastructure Access,Network Device Access,INF-002,Is TACACS+ or RADIUS used for centralized network device authentication?,"A.5.17, A.8.21","IA-2, IA-8","CC6.1, CC6.6",Article 32,Req 8.3.1,164.312(a)(2)(i),CIS 6.3,Yes/No,AAA protocol usage
Infrastructure Access,Network Device Access,INF-003,Are local network device accounts disabled or used only for emergency access?,"A.5.17, A.8.21","IA-2(5), AC-2","CC6.1, CC6.6",Article 32,Req 8.2.2,164.312(a)(2)(i),CIS 5.2,Yes/No,Local account policy
Infrastructure Access,Server Access,INF-004,Is privileged access to servers managed through PAM solutions?,"A.5.18, A.8.2","AC-2(1), AC-6(2)","CC6.1, CC6.2",Article 32,Req 7.2.5,164.312(a)(2)(i),CIS 5.4,Yes/No,Server PAM
Infrastructure Access,Server Access,INF-005,Are jump servers or bastion hosts used for privileged server access?,"A.8.3, A.8.21","AC-3(10), SC-7","CC6.1, CC6.6",Article 32,Req 1.2.3,164.312(e)(1),CIS 12.3,Yes/No,Jump server usage
Infrastructure Access,Server Access,INF-006,Is root/administrator access logged and monitored?,"A.8.15, A.8.16","AC-6(9), AU-2","CC7.2, CC7.3",Article 32,"Req 10.2.2, 10.2.7",164.312(b),CIS 8.2,Yes/No,Root access monitoring
Infrastructure Access,Remote Access,INF-007,Is VPN access integrated with enterprise IAM and MFA?,"A.5.17, A.8.22","AC-17, IA-2(1)","CC6.1, CC6.2",Article 32,Req 8.4.3,164.312(d),CIS 12.3,Yes/No,VPN IAM integration
Infrastructure Access,Remote Access,INF-008,Is Zero Trust Network Access (ZTNA) implemented instead of traditional VPN?,"A.8.22, A.8.3","AC-17, AC-3","CC6.1, CC6.6",Article 32,Req 1.2.3,164.312(e)(1),CIS 12.3,Yes/No,ZTNA implementation
Infrastructure Access,Remote Access,INF-009,Are remote access sessions subject to idle timeout policies?,"A.5.18, A.8.15",AC-12,"CC6.1, CC7.2",Article 32,Req 8.2.8,164.312(a)(2)(iii),CIS 4.3,Yes/No,Remote session timeout
Infrastructure Access,Remote Access,INF-010,Is remote access restricted to specific devices or IP ranges?,"A.8.22, A.8.21","AC-17(3), SC-7","CC6.1, CC6.6",Article 32,Req 1.2.3,164.312(e)(1),CIS 12.3,Yes/No,Remote access restrictions
Emergency & Break-Glass Access,Emergency Access Procedures,EMG-001,Are emergency break-glass accounts documented and secured?,"A.5.18, A.8.2","AC-2(1), AC-6(5)","CC6.1, CC6.2",Article 32,Req 7.2.5,164.308(a)(3)(ii)(A),CIS 5.4,Yes/No,Break-glass documentation
Emergency & Break-Glass Access,Emergency Access Procedures,EMG-002,Is emergency account usage restricted to genuine emergencies only?,"A.5.18, A.8.2","AC-2, AC-6(5)","CC6.1, CC6.2",Article 32,Req 7.2.5,164.308(a)(3)(ii)(A),CIS 5.4,Yes/No,Emergency use policy
Emergency & Break-Glass Access,Emergency Access Procedures,EMG-003,Are emergency account credentials stored in a secure vault with restricted access?,"A.5.17, A.8.24","IA-5(7), SC-28","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 5.2,Yes/No,Emergency credential storage
Emergency & Break-Glass Access,Emergency Access Procedures,EMG-004,Is emergency account usage logged and alerted in real-time?,"A.8.15, A.8.16","AU-2, SI-4","CC7.2, CC7.3",Article 32,Req 10.2.2,164.312(b),CIS 8.11,Yes/No,Emergency access monitoring
Emergency & Break-Glass Access,Emergency Access Procedures,EMG-005,Are emergency account activities reviewed immediately after use?,"A.8.15, A.8.16","AU-6, IR-4","CC7.2, CC7.3",Article 32,Req 10.6.1,164.308(a)(6)(ii),CIS 8.5,Yes/No,Post-use review
Emergency & Break-Glass Access,Emergency Access Procedures,EMG-006,Are emergency account credentials rotated after each use?,"A.5.17, A.5.18","IA-5(1), IA-5(7)","CC6.1, CC6.2",Article 32,Req 8.3.10,164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,Emergency credential rotation
Emergency & Break-Glass Access,Business Continuity,EMG-007,Is IAM included in business continuity and disaster recovery plans?,"A.8.14, A.5.30","CP-2, CP-10","CC9.1, CC9.2",Article 32,Req 12.10.5,164.308(a)(7),CIS 11.5,Yes/No,IAM BC/DR planning
Emergency & Break-Glass Access,Business Continuity,EMG-008,Are IAM system backups tested regularly for recoverability?,"A.8.13, A.8.14","CP-9, CP-4","CC9.1, CC9.2",Article 32,Req 12.10.3,164.308(a)(7)(ii)(D),CIS 11.3,Yes/No,Backup testing
Emergency & Break-Glass Access,Business Continuity,EMG-009,What is the Recovery Time Objective (RTO) for IAM systems?,"A.8.14, A.5.30",CP-2,"CC9.1, CC9.2",Article 32,Req 12.10.5,164.308(a)(7)(ii)(E),CIS 11.5,Text/Numeric,RTO documentation
Emergency & Break-Glass Access,Business Continuity,EMG-010,What is the Recovery Point Objective (RPO) for IAM data?,"A.8.13, A.5.30",CP-9,"CC9.1, CC9.2",Article 32,Req 12.10.5,164.308(a)(7)(ii)(D),CIS 11.3,Text/Numeric,RPO documentation
Bot & Automation Access,Service Account Governance,BOT-001,Are service accounts used for automation and integrations inventoried?,"A.5.9, A.5.16","CM-8, AC-2(1)","CC6.1, CC6.2",Article 30,Req 8.2.1,164.312(a)(2)(i),CIS 1.1,Yes/No,Service account inventory
Bot & Automation Access,Service Account Governance,BOT-002,Are service account credentials rotated regularly?,"A.5.17, A.5.18","IA-5(1), IA-5(7)","CC6.1, CC6.2",Article 32,Req 8.3.10,164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,Service credential rotation
Bot & Automation Access,Service Account Governance,BOT-003,Are service accounts granted minimum necessary permissions?,"A.5.18, A.8.2","AC-6, AC-6(1)","CC6.1, CC6.2",Article 32,Req 7.2.1,164.308(a)(3)(ii)(B),CIS 5.4,Yes/No,Service account least privilege
Bot & Automation Access,Service Account Governance,BOT-004,Are service account owners documented and responsible for access reviews?,"A.5.24, A.5.18","PS-1, AC-2(12)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Yes/No,Service account ownership
Bot & Automation Access,Service Account Governance,BOT-005,Are service accounts disabled when no longer needed?,"A.5.16, A.5.18","AC-2(3), AC-2(12)","CC6.1, CC6.2",Article 32,Req 8.2.6,164.308(a)(3)(ii)(C),CIS 5.3,Yes/No,Service account deactivation
Bot & Automation Access,API Access Management,BOT-006,Are API keys and tokens managed securely?,"A.5.17, A.8.24","IA-5(7), SC-28","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 5.2,Yes/No,API credential security
Bot & Automation Access,API Access Management,BOT-007,Is API access authenticated and authorized properly?,"A.8.3, A.8.23","IA-9, AC-3","CC6.1, CC6.2",Article 32,Req 6.5.10,164.312(a)(1),CIS 16.11,Yes/No,API authentication
Bot & Automation Access,API Access Management,BOT-008,Are API access patterns monitored for anomalies?,"A.8.15, A.8.16","SI-4, AU-6","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,API anomaly detection
Bot & Automation Access,RPA & Bot Management,BOT-009,Are Robotic Process Automation (RPA) bot identities managed centrally?,"A.5.16, A.5.18","IA-4, AC-2","CC6.1, CC6.2",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Yes/No,RPA identity management
Bot & Automation Access,RPA & Bot Management,BOT-010,Are RPA bot credentials secured and rotated?,"A.5.17, A.5.18","IA-5(7), SC-28","CC6.1, CC6.7",Article 32,Req 8.3.2,164.312(a)(2)(iv),CIS 5.2,Yes/No,RPA credential management
Maturity & Effectiveness,IAM Maturity Assessment,MAT-001,Has the organization conducted an IAM maturity assessment?,"A.5.7, A.5.37","CA-2, PM-9","CC4.1, CC4.2",Article 32,Req 12.2,164.308(a)(8),CIS 2.6,Yes/No,Maturity assessment conducted
Maturity & Effectiveness,IAM Maturity Assessment,MAT-002,What is the organization's current IAM maturity level (initial managed optimized)?,"A.5.7, A.5.37","CA-2, PM-9","CC4.1, CC4.2",Article 32,Req 12.2,164.308(a)(8),CIS 2.6,Multiple Choice,Maturity level
Maturity & Effectiveness,IAM Maturity Assessment,MAT-003,Is there a roadmap for IAM maturity improvement?,"A.5.4, A.5.37","PL-2, PM-9","CC4.1, CC4.2",Article 32,Req 12.3.1,164.308(a)(8),CIS 4.1,Yes/No,Improvement roadmap
Maturity & Effectiveness,Metrics & KPIs,MAT-004,Are IAM KPIs defined and tracked (time-to-provision access review completion rate)?,"A.8.6, A.8.16","AU-6(3), CA-7","CC7.2, CC7.3",Article 32,Req 12.5.1,164.308(a)(1)(ii)(D),CIS 8.5,Yes/No,KPI tracking
Maturity & Effectiveness,Metrics & KPIs,MAT-005,Are IAM metrics reported to senior management regularly?,"A.5.4, A.5.37","CA-7, PM-5","CC7.2, CC7.3",Article 32,Req 12.5.1,164.308(a)(1)(ii)(D),CIS 2.6,Yes/No,Management reporting
Maturity & Effectiveness,Metrics & KPIs,MAT-006,What is the average time to provision new user access?,"A.5.16, A.8.6",AC-2,"CC6.1, CC7.2",Article 32,Req 7.2.1,164.308(a)(4)(ii)(C),CIS 5.4,Text/Numeric,Provisioning metric
Maturity & Effectiveness,Metrics & KPIs,MAT-007,What is the average time to deprovision terminated user access?,"A.5.16, A.5.18","AC-2(3), AC-2(9)","CC6.1, CC7.2",Article 32,Req 7.2.6,164.308(a)(3)(ii)(C),CIS 5.3,Text/Numeric,Deprovisioning metric
Maturity & Effectiveness,Metrics & KPIs,MAT-008,What percentage of access requests are approved within SLA?,"A.5.18, A.8.6",AC-2,"CC6.1, CC7.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Text/Numeric,Request fulfillment rate
Maturity & Effectiveness,Metrics & KPIs,MAT-009,What is the access review completion rate?,"A.5.18, A.8.2",AC-2(12),"CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Text/Numeric,Review completion metric
Maturity & Effectiveness,Continuous Improvement,MAT-010,Is there a continuous improvement process for IAM?,"A.5.4, A.5.37","CA-7, PM-9","CC4.1, CC4.2",Article 32,Req 12.3.1,164.308(a)(8),CIS 4.1,Yes/No,Improvement process
Identity Lifecycle Management,Account Approval,ILM-021,Are approvers notified automatically when access requests are pending?,"A.5.18, A.8.6",AC-2(1),"CC6.1, CC7.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Notification automation
Identity Lifecycle Management,Account Approval,ILM-022,Is there an escalation process for delayed access approvals?,"A.5.18, A.8.2",AC-2(1),"CC6.1, CC7.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Approval escalation
Identity Lifecycle Management,Account Approval,ILM-023,Can approvers view the requestor's current access rights before approving new access?,"A.5.18, A.8.2","AC-2(1), AC-2(7)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Approval context
Identity Lifecycle Management,Account Approval,ILM-024,Are access approval decisions logged with approver identity and timestamp?,"A.8.15, A.8.16","AU-2, AC-2(4)","CC7.2, CC7.3",Article 32,Req 10.2.5,164.312(b),CIS 8.2,Yes/No,Approval audit trail
Identity Lifecycle Management,Bulk Operations,ILM-025,Are bulk user provisioning operations reviewed before execution?,"A.5.16, A.5.18","AC-2, AC-2(1)","CC6.1, CC6.2",Article 32,Req 7.2.1,164.308(a)(4)(ii)(C),CIS 5.4,Yes/No,Bulk operation control
Identity Lifecycle Management,Bulk Operations,ILM-026,Is there a rollback capability for bulk identity operations?,"A.5.16, A.8.32","AC-2, CM-3","CC6.1, CC7.1",Article 32,Req 7.2.1,164.308(a)(5)(ii)(B),CIS 4.2,Yes/No,Rollback capability
Identity Lifecycle Management,Account Attributes,ILM-027,Are user attributes synchronized across all connected systems?,"A.5.16, A.8.6","IA-4, IA-8","CC6.1, CC6.6",Article 32,Req 8.2.1,164.312(a)(2)(i),CIS 5.1,Yes/No,Attribute synchronization
Identity Lifecycle Management,Account Attributes,ILM-028,Is attribute-based access control (ABAC) implemented?,"A.5.18, A.8.2","AC-4(17), AC-16","CC6.1, CC6.2",Article 32,Req 7.2.1,164.308(a)(3)(ii)(B),CIS 5.4,Yes/No,ABAC implementation
Identity Lifecycle Management,Contractor Management,ILM-029,Are contractor accounts managed separately from employee accounts?,"A.5.18, A.5.19","AC-2, AC-20","CC6.1, CC6.2",Article 28,Req 7.2.1,164.308(b)(1),CIS 5.4,Yes/No,Contractor segregation
Identity Lifecycle Management,Contractor Management,ILM-030,Are contractor account expiration dates aligned with contract end dates?,"A.5.18, A.5.19","AC-2(9), AC-20","CC6.1, CC6.2",Article 28,Req 7.2.1,164.308(b)(1),CIS 5.4,Yes/No,Contract-based expiration
Identity Lifecycle Management,Rehire Process,ILM-031,Is there a defined process for rehiring former employees?,"A.5.16, A.5.18",AC-2,"CC6.1, CC6.2",Article 32,Req 7.2.1,164.308(a)(3)(ii)(A),CIS 5.4,Yes/No,Rehire workflow
Identity Lifecycle Management,Rehire Process,ILM-032,Are previous access rights reviewed before being restored for rehires?,"A.5.18, A.8.2","AC-2, AC-2(12)","CC6.1, CC6.2",Article 32,Req 7.2.2,164.308(a)(3)(ii)(C),CIS 5.4,Yes/No,Rehire access review
Authentication & Authorization,Failed Login Attempts,AUTH-028,Are accounts locked after a defined number of failed login attempts?,"A.5.17, A.5.18","AC-7, IA-5(1)","CC6.1, CC6.2",Article 32,Req 8.3.4,164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,Account lockout policy
Authentication & Authorization,Failed Login Attempts,AUTH-029,What is the account lockout threshold for failed login attempts?,"A.5.17, A.5.18",AC-7,"CC6.1, CC6.2",Article 32,Req 8.3.4,164.308(a)(5)(ii)(D),CIS 5.2,Text/Numeric,Lockout threshold
Authentication & Authorization,Failed Login Attempts,AUTH-030,What is the account lockout duration?,"A.5.17, A.5.18",AC-7,"CC6.1, CC6.2",Article 32,Req 8.3.4,164.308(a)(5)(ii)(D),CIS 5.2,Text/Numeric,Lockout duration
Authentication & Authorization,Failed Login Attempts,AUTH-031,Are failed login attempts logged and monitored?,"A.8.15, A.8.16","AU-2, SI-4","CC7.2, CC7.3",Article 32,"Req 10.2.4, 10.2.5",164.312(b),CIS 8.2,Yes/No,Failed login monitoring
Authentication & Authorization,Failed Login Attempts,AUTH-032,Are alerts generated for excessive failed login attempts?,"A.8.16, A.8.15","SI-4, SI-4(5)","CC7.2, CC7.3",Article 32,Req 10.6.1,164.312(b),CIS 8.11,Yes/No,Brute force detection
Authentication & Authorization,Password Expiration,AUTH-033,Are passwords required to be changed periodically?,"A.5.17, A.5.18",IA-5(1),"CC6.1, CC6.2",Article 32,Req 8.3.9,164.308(a)(5)(ii)(D),CIS 5.2,Yes/No,Password expiration policy
