iam_domain,question_id,section_id,question_text,answer_type,question_type,iso_27001_2022,nist_800_53_rev5,soc_2_tsc,gdpr,pci_dss_4_0,hipaa,cis_controls,
Privileged Access Management (PAM),Q_265,PREV,Are review outcomes documented and tracked to closure?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1),10.4.2,164.308(a)(8),4.1,
Privileged Access Management (PAM),Q_266,PREV,Are dormant privileged accounts identified during reviews?,yes_no_partial_with_text,follow_up,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Privileged Access Management (PAM),Q_267,PREV,Are review schedules formally defined?,yes_no_partial_with_text,core,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.4.2,164.308(a)(8),4.1,
Privileged Access Management (PAM),Q_268,PREV,Are privileged review records retained as audit evidence?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Privileged Access Management (PAM),Q_269,PREV,Are unresolved privileged access issues escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Privileged Access Management (PAM),Q_270,PREV,Are privileged access reviews risk-based where applicable?,yes_no_partial_with_text,follow_up,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Privileged Access Management (PAM),Q_271,PREV,Are privileged review results reported to management?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Privileged Access Management (PAM),Q_272,PTHIRD,Is third-party privileged access governed by formal agreements?,yes_no_partial_with_text,core,A.5.19,SA-9,CC6.6,Art.28|Art.32(1),12.8,164.308(b)(4),15.1,
Privileged Access Management (PAM),Q_273,PTHIRD,Are third-party privileged accounts uniquely identified?,yes_no_partial_with_text,core,A.8.2,AC-2,CC6.1,Art.32(1),7.1.2,164.308(a)(3),6.3,
Privileged Access Management (PAM),Q_274,PTHIRD,Is third-party privileged access restricted to approved time windows?,yes_no_partial_with_text,core,A.8.2,AC-2,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Privileged Access Management (PAM),Q_275,PTHIRD,Is third-party privileged access monitored and logged?,yes_no_partial_with_text,core,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Privileged Access Management (PAM),Q_276,PTHIRD,Are third-party privileged credentials stored in the PAM vault?,yes_no_partial_with_text,core,A.8.2,IA-7,CC6.1,Art.32(1),8.3.1,164.312(d),6.5,
Privileged Access Management (PAM),Q_277,PTHIRD,Are third-party access sessions recorded?,yes_no_partial_with_text,follow_up,A.8.16,AU-12,CC7.2,Art.30,10.2,164.312(b),8.2,
Privileged Access Management (PAM),Q_278,PTHIRD,Are third-party access rights reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Privileged Access Management (PAM),Q_279,PTHIRD,Are emergency third-party privileged accesses post-reviewed?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Privileged Access Management (PAM),Q_280,PTHIRD,Are third-party privileged access violations escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Privileged Access Management (PAM),Q_281,PTHIRD,Are third-party privileged access logs retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Privileged Access Management (PAM),Q_282,PGOV,Are PAM policies formally defined and approved?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Privileged Access Management (PAM),Q_283,PGOV,Are PAM procedures aligned with IAM governance frameworks?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Privileged Access Management (PAM),Q_284,PGOV,Is PAM effectiveness reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Privileged Access Management (PAM),Q_285,PGOV,Are PAM governance KPIs reported to senior management?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Privileged Access Management (PAM),Q_286,PGOV,Are PAM audit findings tracked and resolved?,yes_no_partial_with_text,follow_up,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Privileged Access Management (PAM),Q_287,PGOV,Are PAM governance responsibilities clearly assigned?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Privileged Access Management (PAM),Q_288,PGOV,Is PAM integrated with enterprise risk management practices?,yes_no_partial_with_text,core,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Privileged Access Management (PAM),Q_289,PGOV,Are PAM policy violations escalated appropriately?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Privileged Access Management (PAM),Q_290,PGOV,Are PAM governance documents version controlled?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Privileged Access Management (PAM),Q_291,PGOV,Are PAM governance records retained for audits?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Privileged Access Management (PAM),Q_292,PGOV,Are PAM improvement plans documented?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Privileged Access Management (PAM),Q_293,PGOV,Is PAM reviewed during internal audits?,yes_no_partial_with_text,core,A.5.30,CA-2,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Privileged Access Management (PAM),Q_294,PGOV,Are PAM reports retained as compliance evidence?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Privileged Access Management (PAM),Q_295,PGOV,Are PAM risks tracked and reviewed?,yes_no_partial_with_text,core,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Privileged Access Management (PAM),Q_296,PGOV,Are PAM controls aligned with security policies?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Privileged Access Management (PAM),Q_297,PGOV,Is senior management involved in PAM oversight?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Privileged Access Management (PAM),Q_298,PGOV,Are PAM review findings communicated to stakeholders?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Privileged Access Management (PAM),Q_299,PGOV,Are PAM exception requests tracked and approved?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Privileged Access Management (PAM),Q_300,PGOV,Are PAM tools reviewed for effectiveness periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Privileged Access Management (PAM),Q_301,PGOV,Is overall PAM maturity assessed regularly?,yes_no_partial_with_text,core,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_302,IJOIN,Is a formal user onboarding process defined and documented?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_303,IJOIN,Are new user accounts created only upon approved requests?,yes_no_partial_with_text,core,A.8.2,AC-2,CC6.2,Art.32(1),7.1.2,164.308(a)(3),6.2,
Identity Lifecycle Management (ILM),Q_304,IJOIN,Does onboarding validate user identity before account creation?,yes_no_partial_with_text,core,A.8.2,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Identity Lifecycle Management (ILM),Q_305,IJOIN,Are roles and access rights assigned based on job responsibilities?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Identity Lifecycle Management (ILM),Q_306,IJOIN,Is onboarding integrated with HR systems or authoritative sources?,yes_no_partial_with_text,core,A.8.22,AC-2,CC6.6,Art.32(1),7.2.1,164.308(a)(3),6.4,
Identity Lifecycle Management (ILM),Q_307,IJOIN,Are default passwords changed upon first login?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.3.6,164.312(a),5.2,
Identity Lifecycle Management (ILM),Q_308,IJOIN,Are onboarding requests logged and retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_309,IJOIN,Are onboarding SLAs defined and monitored?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_310,IJOIN,Are temporary users flagged during onboarding?,yes_no_partial_with_text,follow_up,A.8.2,AC-2,CC6.1,Art.32(1),7.1.2,164.308(a)(3),6.3,
Identity Lifecycle Management (ILM),Q_311,IJOIN,Are onboarding errors tracked and remediated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Identity Lifecycle Management (ILM),Q_312,IJOIN,Are new user accounts reviewed post-creation for accuracy?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.4.2,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_313,IJOIN,Is multi-factor authentication enforced during initial login?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.4|6.5,
Identity Lifecycle Management (ILM),Q_314,IJOIN,Are onboarding checklists used to ensure process completion?,yes_no_partial_with_text,follow_up,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_315,IJOIN,Are onboarding approvals retained for audit purposes?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_316,IJOIN,Are onboarding procedures periodically reviewed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_317,IMOVE,Is a formal process defined for user role changes and transfers?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_318,IMOVE,Are role change requests formally approved before implementation?,yes_no_partial_with_text,core,A.8.2,AC-2,CC6.2,Art.32(1),7.1.2,164.308(a)(3),6.2,
Identity Lifecycle Management (ILM),Q_319,IMOVE,Are access rights updated promptly upon user transfer?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Identity Lifecycle Management (ILM),Q_320,IMOVE,Are previous role permissions removed when new roles are assigned?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Identity Lifecycle Management (ILM),Q_321,IMOVE,Are role changes integrated with HR or authoritative source systems?,yes_no_partial_with_text,core,A.8.22,AC-2,CC6.6,Art.32(1),7.2.1,164.308(a)(3),6.4,
Identity Lifecycle Management (ILM),Q_322,IMOVE,Are role changes logged and auditable?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_323,IMOVE,Are privilege increases subject to additional approvals?,yes_no_partial_with_text,core,A.8.2,AC-2,CC6.2,Art.32(1),7.1.2,164.308(a)(3),6.2,
Identity Lifecycle Management (ILM),Q_324,IMOVE,Are temporary role changes time-bound and automatically reversed?,yes_no_partial_with_text,follow_up,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Identity Lifecycle Management (ILM),Q_325,IMOVE,Are transferred users re-certified after role change?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.4.2,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_326,IMOVE,Are exceptions in role changes documented and approved?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Identity Lifecycle Management (ILM),Q_327,IMOVE,Are role change SLAs defined and monitored?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_328,IMOVE,Are managers notified upon role change completion?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Identity Lifecycle Management (ILM),Q_329,IMOVE,Are system owners involved in approving critical role changes?,yes_no_partial_with_text,core,A.5.2,AC-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_330,IMOVE,Are role changes validated post-implementation?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.4.2,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_331,IMOVE,Are failed role changes tracked and remediated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Identity Lifecycle Management (ILM),Q_332,IEXIT,Is a formal user offboarding process defined?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Identity Lifecycle Management (ILM),Q_333,IEXIT,Are user accounts disabled immediately upon termination?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Identity Lifecycle Management (ILM),Q_334,IEXIT,Is access revoked for all systems upon user exit?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Identity Lifecycle Management (ILM),Q_335,IEXIT,Are physical and logical access rights removed during offboarding?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Identity Lifecycle Management (ILM),Q_336,IEXIT,Are privileged accounts revoked upon termination?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Identity Lifecycle Management (ILM),Q_337,IEXIT,Is offboarding initiated automatically via HR trigger?,yes_no_partial_with_text,follow_up,A.8.22,AC-2,CC6.6,Art.32(1),7.2.1,164.308(a)(3),6.4,
Identity Lifecycle Management (ILM),Q_338,IEXIT,Are offboarding actions logged for audit trail?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_339,IEXIT,Are exit procedures periodically reviewed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_340,IEXIT,Are exceptions to offboarding documented and approved?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Identity Lifecycle Management (ILM),Q_341,IEXIT,Are delayed access removals escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Identity Lifecycle Management (ILM),Q_342,IRECERT,Are user access rights periodically re-certified?,yes_no_partial_with_text,core,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.4.2,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_343,IRECERT,Are access reviews conducted by system or data owners?,yes_no_partial_with_text,core,A.5.2,AC-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_344,IRECERT,Are review findings documented and tracked?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.30,10.4.2,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_345,IRECERT,Are excessive permissions identified during reviews?,yes_no_partial_with_text,follow_up,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Identity Lifecycle Management (ILM),Q_346,IRECERT,Are access review schedules formally defined?,yes_no_partial_with_text,core,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.4.2,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_347,IRECERT,Are dormant accounts identified during lifecycle reviews?,yes_no_partial_with_text,follow_up,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Identity Lifecycle Management (ILM),Q_348,IRECERT,Are access review results approved by accountable managers?,yes_no_partial_with_text,core,A.5.2,AC-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_349,IRECERT,Are unreviewed accounts escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Identity Lifecycle Management (ILM),Q_350,IRECERT,Are lifecycle review logs retained as evidence?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_351,IRECERT,Are lifecycle reviews risk-based?,yes_no_partial_with_text,follow_up,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Identity Lifecycle Management (ILM),Q_352,IAUTO,Is the identity lifecycle automated using IAM tooling?,yes_no_partial_with_text,core,A.8.22,AC-2,CC6.6,Art.32(1),7.2.1,164.308(a)(3),6.4,
Identity Lifecycle Management (ILM),Q_353,IAUTO,Are provisioning and deprovisioning fully automated?,yes_no_partial_with_text,core,A.8.22,AC-2,CC6.6,Art.32(1),7.2.5,164.308(a)(3),6.4,
Identity Lifecycle Management (ILM),Q_354,IAUTO,Are automated workflows integrated with HR systems?,yes_no_partial_with_text,core,A.8.22,AC-2,CC6.6,Art.32(1),7.2.1,164.308(a)(3),6.4,
Identity Lifecycle Management (ILM),Q_355,IAUTO,Are failures in automated provisioning logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_356,IAUTO,Are automated lifecycle changes validated post-execution?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.4.2,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_357,IAUTO,Are automation rules periodically reviewed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_358,IAUTO,Is automated lifecycle processing monitored for anomalies?,yes_no_partial_with_text,follow_up,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Identity Lifecycle Management (ILM),Q_359,IAUTO,Are automation approvals configured appropriately?,yes_no_partial_with_text,core,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Identity Lifecycle Management (ILM),Q_360,IAUTO,Are automated user lifecycle exceptions reported?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Identity Lifecycle Management (ILM),Q_361,IAUTO,Are automation logs retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_362,IEXCEPTION,Are identity lifecycle exceptions formally approved?,yes_no_partial_with_text,core,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Identity Lifecycle Management (ILM),Q_363,IEXCEPTION,Are exceptions time-bound?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Identity Lifecycle Management (ILM),Q_364,IEXCEPTION,Are exception justifications documented?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.30,6.4.2,164.308(a)(1),4.1,
Identity Lifecycle Management (ILM),Q_365,IEXCEPTION,Are exceptions reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_366,IEXCEPTION,Are expired exceptions revoked automatically?,yes_no_partial_with_text,follow_up,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Identity Lifecycle Management (ILM),Q_367,IEXCEPTION,Are exception logs retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_368,IEXCEPTION,Are unauthorized exceptions escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Identity Lifecycle Management (ILM),Q_369,IEXCEPTION,Are exception policies formally defined?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_370,IEXCEPTION,Are exception requests traceable?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_371,IEXCEPTION,Are exception trends analyzed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_372,ILOG,Are all lifecycle events logged across IAM systems?,yes_no_partial_with_text,core,A.8.16,AU-2,CC7.2,Art.30,10.2,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_373,ILOG,Are lifecycle logs protected from unauthorized modification?,yes_no_partial_with_text,core,A.8.16,AU-9,CC7.2,Art.32(1),10.5,164.312(c)(1),8.2,
Identity Lifecycle Management (ILM),Q_374,ILOG,Are lifecycle logs centrally collected?,yes_no_partial_with_text,core,A.8.16,AU-6,CC7.2,Art.32(1),10.4,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_375,ILOG,Are lifecycle logs correlated with security monitoring systems?,yes_no_partial_with_text,follow_up,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Identity Lifecycle Management (ILM),Q_376,ILOG,Are lifecycle logs retained per organizational policy?,yes_no_partial_with_text,core,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_377,ILOG,Are unauthorized lifecycle changes flagged in logs?,yes_no_partial_with_text,follow_up,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Identity Lifecycle Management (ILM),Q_378,ILOG,Are lifecycle logs reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_379,ILOG,Are critical lifecycle events highlighted for audit reporting?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC2.2,Art.30,10.2,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_380,ILOG,Are lifecycle log anomalies escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Identity Lifecycle Management (ILM),Q_381,ILOG,Are lifecycle logs regularly backed up?,yes_no_partial_with_text,follow_up,A.8.13,CP-9,CC7.2,Art.32(1),12.3.1,164.308(a)(7),11.3,
Identity Lifecycle Management (ILM),Q_382,IGOV,Are lifecycle management policies formally approved?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_383,IGOV,Are lifecycle governance roles clearly defined?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_384,IGOV,Is lifecycle compliance reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_385,IGOV,Are lifecycle KPIs reported to management?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_386,IGOV,Are lifecycle audit findings tracked and resolved?,yes_no_partial_with_text,follow_up,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_387,IGOV,Are lifecycle governance documents version controlled?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_388,IGOV,Are lifecycle risks documented and monitored?,yes_no_partial_with_text,core,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Identity Lifecycle Management (ILM),Q_389,IGOV,Are lifecycle improvement plans established?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_390,IGOV,Is lifecycle governance reviewed during audits?,yes_no_partial_with_text,core,A.5.30,CA-2,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_391,IGOV,Are lifecycle policy violations escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Identity Lifecycle Management (ILM),Q_392,IGOV,Is senior management involved in lifecycle oversight?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_393,IGOV,Are lifecycle controls aligned with corporate security strategy?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_394,IGOV,Are lifecycle exception processes monitored?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Identity Lifecycle Management (ILM),Q_395,IGOV,Are lifecycle governance reports retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Identity Lifecycle Management (ILM),Q_396,IGOV,Is lifecycle alignment with frameworks periodically validated?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_397,IGOV,Are lifecycle governance metrics reviewed for improvement?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Identity Lifecycle Management (ILM),Q_398,IGOV,Are lifecycle oversight responsibilities documented?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Identity Lifecycle Management (ILM),Q_399,IGOV,Are lifecycle governance training sessions provided?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Identity Lifecycle Management (ILM),Q_400,IGOV,Are lifecycle maturity assessments conducted?,yes_no_partial_with_text,core,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
